ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Cannabis
672,35-44,M,Professional certificate/ diploma,UK,White,-0.46725,0.80523,-0.01928,-0.60633,0.12331,0.88113,1.2247,False
673,18-24,M,University degree,UK,White,-0.24649,0.00332,1.43533,0.76096,0.93949,0.52975,-0.21575,False
674,18-24,F,"Some college or university, no certificate or degree",UK,White,1.23461,1.11406,0.44585,0.59042,0.93949,-0.71126,0.07987,True
675,18-24,F,Masters degree,UK,Asian,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,-0.71126,0.7654,True
676,35-44,M,Professional certificate/ diploma,UK,White,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,0.19268,1.2247,False
677,18-24,M,Professional certificate/ diploma,UK,White,0.22393,0.00332,-1.68062,-0.15487,0.25953,0.88113,0.7654,False
678,25-34,M,University degree,UK,White,0.52135,-0.30033,0.44585,-0.60633,-0.65253,-0.21712,-0.21575,False
679,18-24,M,"Some college or university, no certificate or degree",UK,White,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,-1.37983,-1.54858,True
680,18-24,F,"Some college or university, no certificate or degree",UK,White,0.62967,-0.30033,-0.58331,-1.21213,1.46191,-0.71126,1.2247,False
681,45-54,M,Doctorate degree,UK,White,0.22393,-0.80615,-0.17779,-0.01729,-2.04506,-0.71126,-2.07848,True
682,35-44,M,"Some college or university, no certificate or degree",UK,White,-1.32828,0.00332,-1.27553,-0.60633,0.12331,0.88113,0.7654,False
683,25-34,M,Masters degree,UK,White,1.37297,-1.7625,0.44585,0.28783,0.58489,-1.37983,-0.84637,True
684,35-44,F,University degree,UK,White,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,-1.37983,-0.52593,False
685,35-44,F,Professional certificate/ diploma,UK,White,0.91093,-0.69509,1.24033,-1.21213,-1.5184,1.29221,1.92173,False
686,25-34,M,University degree,Australia,White,-0.34799,0.16767,0.7233,-0.45321,-0.78155,0.88113,0.40148,False
687,18-24,F,"Some college or university, no certificate or degree",Canada,White,1.60383,0.96248,1.43533,-0.30172,-0.89891,0.88113,1.2247,True
688,45-54,F,Left school before 16 years,Australia,White,-0.92104,0.63779,-0.97631,0.94156,0.25953,-1.37983,-2.07848,False
689,35-44,M,"Some college or university, no certificate or degree",USA,White,1.02119,1.11406,-0.31776,-1.21213,0.58489,0.88113,1.2247,False
690,55-64,F,Masters degree,UK,White,0.82562,-0.69509,-0.45174,-0.01729,-0.14277,1.86203,0.40148,True
691,55-64,M,"Some college or university, no certificate or degree",UK,White,0.41667,-0.69509,-1.42424,-1.47955,-0.14277,0.52975,-0.52593,True
692,25-34,F,University degree,UK,White,-0.14882,-0.15487,-0.97631,0.13136,0.41594,-0.71126,-0.52593,True
693,45-54,F,Masters degree,UK,White,0.22393,-0.69509,-0.31776,-0.30172,-0.52745,-0.71126,-0.84637,True
694,35-44,M,Masters degree,UK,White,-1.1943,-0.30033,0.14143,0.43852,0.58489,-1.37983,-0.84637,True
695,35-44,M,Professional certificate/ diploma,UK,White,-0.92104,-0.57545,-0.45174,-0.60633,-0.27607,0.19268,-0.21575,False
696,35-44,F,Masters degree,UK,White,-0.14882,-0.43999,-0.01928,1.2861,1.81175,-0.71126,-1.18084,True
697,55-64,M,University degree,UK,White,-0.79151,0.32197,0.44585,-1.47955,1.46191,-0.21712,0.07987,False
698,45-54,F,University degree,Canada,Other,-1.69163,-0.30033,1.06238,1.61108,-0.00665,-0.71126,0.07987,False
699,35-44,M,University degree,USA,White,-0.05188,-0.94779,0.88309,-0.01729,-0.65253,-0.21712,-0.52593,False
700,55-64,M,"Some college or university, no certificate or degree",UK,White,-0.14882,-1.09207,-0.71727,0.28783,-1.0145,-0.21712,0.40148,False
701,35-44,F,"Some college or university, no certificate or degree",Other,White,0.91093,0.16767,0.44585,-0.91699,0.12331,1.29221,1.2247,False
702,45-54,M,Left school before 16 years,UK,White,-1.05308,1.11406,0.44585,0.76096,1.13407,-0.71126,0.40148,False
703,35-44,F,University degree,UK,White,-0.34799,0.63779,0.58331,-0.30172,-0.00665,0.88113,0.7654,False
704,55-64,M,University degree,UK,White,-1.43907,0.80523,-0.17779,-0.91699,-0.14277,-0.71126,0.07987,True
705,35-44,M,"Some college or university, no certificate or degree",USA,White,-0.79151,-0.30033,-0.58331,-0.60633,0.25953,-0.71126,-0.52593,False
706,18-24,M,"Some college or university, no certificate or degree",UK,White,-1.43907,0.32197,1.06238,2.03972,0.12331,-0.71126,-0.21575,False
707,18-24,F,University degree,UK,White,-0.14882,-0.94779,-1.42424,-0.45321,0.25953,0.52975,-0.84637,True
708,25-34,M,University degree,UK,White,-0.05188,1.93886,0.29338,-0.15487,-0.52745,0.52975,0.40148,False
709,18-24,M,"Some college or university, no certificate or degree",UK,White,0.41667,-0.57545,-0.45174,0.76096,1.13407,-1.37983,-0.52593,False
710,18-24,M,Professional certificate/ diploma,UK,White,-0.92104,-0.30033,-0.71727,0.59042,0.41594,-0.71126,-1.54858,False
711,18-24,M,University degree,UK,White,0.91093,0.16767,0.58331,-0.60633,-1.25773,0.19268,1.2247,False
712,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.58016,-0.15487,-0.84732,1.11406,0.41594,-1.37983,-0.84637,False
713,25-34,F,Masters degree,UK,White,0.52135,0.32197,0.7233,0.13136,1.13407,-0.21712,-0.52593,False
714,18-24,M,University degree,USA,White,0.52135,0.80523,0.88309,1.81866,-0.00665,0.88113,0.7654,False
715,18-24,M,Professional certificate/ diploma,UK,White,0.73545,1.11406,0.44585,-1.07533,-0.27607,0.88113,1.92173,False
716,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.47617,1.06238,1.81866,0.25953,-0.21712,0.40148,False
717,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.05188,-1.50796,-1.27553,-0.60633,-1.78169,1.29221,-0.84637,False
718,35-44,M,University degree,USA,White,-0.79151,-0.80615,-0.31776,0.13136,0.25953,-0.71126,-0.84637,False
719,18-24,M,Left school at 16 years,Other,White,-0.05188,-1.23177,-0.71727,-0.60633,-0.27607,1.86203,1.2247,False
720,55-64,M,University degree,UK,White,-0.34799,-0.94779,-0.71727,-0.45321,-0.40581,0.52975,0.40148,True
721,35-44,M,"Some college or university, no certificate or degree",UK,White,1.23461,0.80523,0.88309,-0.15487,1.13407,0.88113,0.7654,False
722,35-44,F,Professional certificate/ diploma,UK,White,1.60383,-0.69509,0.29338,0.76096,0.12331,-0.71126,-0.84637,False
723,55-64,M,Professional certificate/ diploma,UK,White,-0.05188,-0.30033,-0.01928,-0.60633,-0.40581,-1.37983,-1.18084,False
724,25-34,F,University degree,UK,White,-0.92104,1.45421,0.29338,0.94156,0.58489,0.19268,-0.52593,True
725,35-44,F,"Some college or university, no certificate or degree",UK,White,1.13281,-0.57545,0.7233,0.76096,-0.40581,0.19268,-0.21575,False
726,25-34,F,Masters degree,UK,White,0.31287,0.63779,0.7233,1.61108,0.25953,-0.21712,1.92173,False
727,18-24,M,Professional certificate/ diploma,UK,White,2.28554,-0.94779,0.7233,-1.21213,-0.52745,-0.71126,-0.52593,False
728,25-34,F,Masters degree,UK,Mixed-White/Black,0.31287,0.63779,-0.58331,0.13136,-0.14277,0.19268,-0.21575,True
729,18-24,M,"Some college or university, no certificate or degree",Canada,White,-1.43907,0.16767,0.7233,-0.30172,-1.5184,0.19268,0.07987,False
730,25-34,F,Left school at 16 years,Australia,White,-0.58016,0.32197,0.14143,-0.60633,0.12331,1.29221,0.7654,False
731,35-44,F,University degree,UK,White,0.73545,0.00332,-0.97631,-0.01729,-0.00665,-0.21712,-1.18084,True
732,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.79151,1.2861,-0.31776,-0.15487,-0.52745,0.19268,0.40148,False
733,18-24,F,University degree,UK,White,1.23461,0.63779,0.7233,-0.15487,-0.00665,-0.71126,-0.21575,False
734,35-44,M,Left school at 16 years,UK,Mixed-White/Asian,0.62967,0.16767,0.29338,-0.30172,-0.27607,-0.21712,-0.52593,False
735,18-24,M,"Some college or university, no certificate or degree",UK,White,0.73545,1.11406,1.43533,-1.47955,-1.78169,0.88113,0.7654,False
736,25-34,F,University degree,UK,White,0.22393,2.127,2.44904,1.61108,-0.65253,1.29221,1.2247,False
737,25-34,M,University degree,UK,White,-0.46725,-1.7625,-2.8595,-1.47955,-1.13788,-1.37983,0.07987,False
738,25-34,M,University degree,UK,White,-1.05308,1.74091,-0.01928,0.13136,2.33337,0.52975,1.2247,True
739,18-24,F,Left school at 18 years,Other,White,1.23461,0.16767,1.43533,1.2861,0.58489,-0.71126,0.40148,False
740,25-34,M,Masters degree,Other,White,-0.05188,-1.37639,0.44585,-0.45321,-0.52745,0.19268,0.7654,False
741,35-44,M,"Some college or university, no certificate or degree",UK,White,-1.32828,0.16767,0.58331,1.2861,-0.65253,0.88113,0.07987,False
743,45-54,F,Masters degree,UK,White,0.82562,-0.30033,0.29338,0.76096,1.63088,0.52975,0.40148,True
744,35-44,F,University degree,UK,White,0.62967,0.16767,-0.71727,-0.91699,-0.89891,-1.37983,-1.18084,True
745,25-34,M,Left school at 16 years,UK,White,-0.34799,0.00332,-0.58331,-0.91699,0.7583,0.52975,0.40148,False
746,45-54,M,"Some college or university, no certificate or degree",UK,White,-0.92104,0.16767,-0.01928,0.59042,-1.5184,1.29221,-0.21575,True
747,25-34,F,Left school at 16 years,UK,White,0.73545,0.32197,-1.11902,0.43852,-0.40581,-0.71126,-0.21575,True
748,25-34,F,Masters degree,UK,White,-0.05188,0.47617,0.44585,0.28783,0.41594,-0.71126,-0.21575,False
749,35-44,F,Left school at 16 years,UK,White,0.41667,-0.57545,-1.42424,-0.01729,-1.78169,0.19268,-0.21575,False
750,35-44,F,Doctorate degree,UK,White,-1.69163,0.96248,-0.97631,1.61108,2.04506,-0.21712,-0.52593,True
751,35-44,M,Masters degree,UK,White,-0.14882,0.00332,-0.01928,1.11406,-0.14277,-0.21712,0.40148,True
752,25-34,F,Professional certificate/ diploma,UK,White,-2.3436,1.45421,-1.82919,1.11406,1.30612,-0.21712,-0.84637,False
753,25-34,M,"Some college or university, no certificate or degree",Other,White,1.60383,-0.30033,1.06238,1.45039,-1.78169,1.86203,0.07987,False
754,25-34,F,Masters degree,UK,White,0.41667,1.11406,-0.58331,1.2861,0.41594,0.19268,0.40148,True
755,25-34,M,Doctorate degree,UK,White,-0.92104,0.47617,1.43533,1.11406,-0.52745,0.19268,0.07987,False
756,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.43907,1.58487,1.65653,0.76096,2.63199,-0.71126,-1.18084,True
757,18-24,F,Masters degree,UK,Mixed-White/Asian,0.62967,0.32197,-0.58331,0.13136,0.7583,-0.21712,-0.21575,True
758,18-24,F,"Some college or university, no certificate or degree",Republic of Ireland,White,2.28554,-0.43999,-0.17779,0.76096,-2.18109,1.29221,0.40148,False
759,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,0.63779,-0.01928,-0.15487,-0.27607,0.52975,1.2247,False
760,18-24,M,Doctorate degree,UK,White,-2.75696,1.74091,0.58331,1.11406,0.25953,-0.71126,0.40148,False
761,25-34,M,University degree,Canada,White,0.04257,-0.94779,-0.84732,-0.45321,-0.65253,0.19268,1.2247,False
762,18-24,M,"Some college or university, no certificate or degree",USA,White,1.72012,0.32197,-1.11902,-0.45321,-2.42317,2.90161,-0.21575,False
763,25-34,F,University degree,Australia,White,-1.32828,0.80523,1.43533,1.11406,0.12331,-0.21712,0.40148,False
764,18-24,F,University degree,UK,White,1.13281,0.80523,0.58331,0.94156,-1.5184,0.88113,-0.84637,False
765,18-24,M,Left school at 16 years,UK,White,0.41667,-0.94779,1.06238,0.59042,-1.0145,0.52975,0.7654,False
766,18-24,M,"Some college or university, no certificate or degree",USA,White,0.62967,0.16767,2.15324,0.76096,-0.00665,0.19268,1.2247,False
767,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.80615,0.29338,2.23427,-0.65253,0.52975,0.07987,True
768,25-34,M,Masters degree,New Zealand,White,0.82562,-0.69509,0.14143,-0.76096,-0.27607,-0.71126,0.07987,False
769,18-24,F,Professional certificate/ diploma,USA,Other,-0.34799,0.63779,0.14143,-0.30172,0.7583,1.29221,-0.52593,False
770,25-34,M,University degree,Australia,White,1.02119,0.16767,0.58331,0.43852,0.7583,-1.37983,0.7654,True
771,18-24,M,"Some college or university, no certificate or degree",USA,White,0.62967,-1.6334,-1.27553,-0.01729,-0.89891,1.86203,1.2247,False
772,18-24,F,Masters degree,UK,Asian,0.52135,-1.37639,-1.82919,0.94156,0.25953,0.52975,-0.84637,True
773,45-54,M,University degree,UK,White,1.23461,-1.37639,-0.45174,-0.60633,-1.78169,0.19268,0.40148,False
774,45-54,F,Professional certificate/ diploma,Canada,White,1.02119,-1.23177,-0.31776,-0.30172,-0.52745,-0.21712,-0.21575,False
775,18-24,M,Left school at 18 years,Other,White,-1.1943,-0.43999,0.58331,0.28783,-0.00665,-0.71126,-0.21575,False
776,18-24,F,"Some college or university, no certificate or degree",Other,White,-1.69163,0.47617,0.88309,-0.30172,-1.78169,0.19268,0.40148,False
777,25-34,M,"Some college or university, no certificate or degree",USA,White,0.13606,-0.43999,-0.84732,-0.30172,-0.00665,-0.71126,-1.54858,False
778,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,0.52135,0.63779,0.7233,-0.60633,-0.52745,0.19268,0.07987,False
779,18-24,M,"Some college or university, no certificate or degree",Canada,White,1.98437,0.00332,2.15324,-0.45321,-0.65253,0.88113,0.7654,False
780,45-54,M,Left school at 18 years,UK,White,-2.21844,1.11406,-0.31776,0.59042,-0.40581,0.19268,-0.52593,False
781,18-24,F,Professional certificate/ diploma,USA,White,1.02119,-2.11437,-0.17779,0.43852,-0.00665,-1.37983,-0.84637,False
782,35-44,M,Professional certificate/ diploma,USA,White,1.02119,-0.94779,-0.84732,-1.34289,-0.78155,0.19268,0.7654,False
783,18-24,M,"Some college or university, no certificate or degree",USA,Other,1.13281,-1.23177,0.29338,-0.01729,-1.13788,1.86203,1.92173,False
784,18-24,F,"Some college or university, no certificate or degree",USA,White,0.82562,-0.43999,0.88309,0.43852,-0.52745,0.52975,1.2247,False
785,18-24,F,"Some college or university, no certificate or degree",USA,White,-0.24649,0.47617,0.88309,-0.01729,1.13407,-0.21712,1.2247,False
786,18-24,M,Masters degree,USA,White,1.37297,-0.80615,0.88309,-0.01729,0.25953,-0.21712,0.7654,False
787,18-24,M,Professional certificate/ diploma,Other,White,-0.58016,0.00332,0.14143,-0.30172,-1.64101,0.88113,0.7654,False
788,35-44,M,Professional certificate/ diploma,Other,White,0.82562,-0.57545,0.14143,-0.76096,0.12331,1.29221,0.07987,True
789,18-24,M,Professional certificate/ diploma,UK,White,-1.69163,1.2861,-0.58331,-0.60633,-1.13788,1.86203,0.7654,True
790,18-24,M,"Some college or university, no certificate or degree",UK,White,-2.05048,0.16767,0.7233,0.13136,0.7583,0.19268,1.2247,False
791,18-24,M,University degree,Australia,White,-0.14882,-0.43999,0.88309,-0.60633,-0.78155,1.29221,0.7654,False
792,18-24,M,"Some college or university, no certificate or degree",USA,White,0.62967,-0.15487,0.58331,-1.6209,-0.14277,1.29221,1.92173,False
793,18-24,M,"Some college or university, no certificate or degree",Other,White,0.82562,0.63779,0.29338,-1.07533,-1.38502,-0.71126,-0.21575,False
794,25-34,M,"Some college or university, no certificate or degree",UK,White,0.04257,2.127,-0.31776,-0.60633,-0.00665,1.29221,0.07987,True
795,25-34,M,University degree,UK,White,-0.05188,-0.57545,1.24033,1.2861,-0.52745,0.19268,0.7654,False
796,18-24,M,"Some college or university, no certificate or degree",USA,White,1.13281,-0.57545,-0.31776,-0.60633,1.13407,-0.71126,-0.21575,False
797,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,-0.94779,-0.31776,0.43852,-0.14277,-0.21712,0.7654,False
798,18-24,F,University degree,UK,White,-0.58016,0.80523,0.44585,0.59042,1.30612,-0.71126,0.7654,False
799,25-34,F,"Some college or university, no certificate or degree",USA,White,0.13606,1.11406,0.7233,-0.30172,0.7583,-0.21712,1.2247,False
800,35-44,F,"Some college or university, no certificate or degree",UK,White,1.23461,0.63779,1.43533,0.43852,-0.65253,1.86203,-0.52593,False
801,18-24,M,"Some college or university, no certificate or degree",Canada,White,-1.1943,0.16767,-0.01928,0.43852,2.04506,-0.21712,-0.21575,False
802,25-34,M,"Some college or university, no certificate or degree",USA,White,0.52135,-0.43999,-0.17779,0.59042,-1.0145,0.52975,0.40148,False
803,18-24,M,Left school at 18 years,Republic of Ireland,White,-0.46725,0.32197,0.14143,-0.76096,-0.65253,0.88113,1.2247,False
804,45-54,F,University degree,USA,White,0.13606,-0.94779,-0.97631,0.76096,-0.27607,-1.37983,1.2247,False
805,25-34,M,"Some college or university, no certificate or degree",USA,White,0.52135,-1.09207,-0.45174,0.94156,-0.00665,-0.21712,0.07987,True
806,18-24,F,University degree,Canada,White,1.98437,-1.50796,1.43533,-1.772,0.41594,0.52975,0.07987,True
807,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.24649,0.16767,-0.31776,-0.45321,-0.89891,1.29221,0.7654,False
808,18-24,M,Left school at 17 years,Australia,White,-0.34799,0.80523,0.7233,0.59042,-0.89891,1.86203,1.2247,False
809,18-24,F,"Some college or university, no certificate or degree",USA,White,1.02119,0.80523,1.06238,-1.07533,-0.52745,0.88113,1.2247,False
810,18-24,M,University degree,USA,White,0.41667,-1.92173,-0.97631,0.76096,-1.5184,-1.37983,-0.84637,False
811,18-24,M,Professional certificate/ diploma,UK,White,-1.69163,-0.80615,-1.27553,1.81866,-0.14277,-0.21712,-0.84637,False
812,18-24,M,Left school at 18 years,USA,White,-1.69163,0.80523,1.06238,-0.91699,-0.40581,-0.71126,0.07987,False
813,45-54,F,University degree,USA,White,1.23461,1.74091,0.88309,-1.92595,-1.64101,0.88113,1.2247,False
814,18-24,M,"Some college or university, no certificate or degree",USA,White,1.13281,-0.69509,-0.01928,-1.34289,-0.89891,1.29221,1.2247,False
815,25-34,M,University degree,USA,White,0.52135,-0.57545,0.7233,-1.6209,0.41594,-0.21712,0.40148,True
816,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.67825,0.00332,-0.45174,-0.91699,0.25953,0.52975,1.92173,False
817,18-24,M,"Some college or university, no certificate or degree",Canada,White,2.46262,0.32197,0.29338,-0.91699,-1.0145,1.86203,1.2247,False
818,18-24,F,"Some college or university, no certificate or degree",USA,White,0.13606,-0.94779,-0.01928,0.43852,0.7583,-0.21712,-0.52593,False
819,45-54,M,Doctorate degree,Australia,White,0.62967,0.16767,0.88309,2.46262,0.25953,-0.71126,0.40148,False
820,25-34,F,Masters degree,UK,White,1.60383,-0.80615,-0.01928,-0.30172,-1.13788,0.19268,0.40148,False
821,18-24,M,"Some college or university, no certificate or degree",Australia,Asian,-0.67825,1.74091,0.7233,0.13136,0.41594,0.88113,1.92173,False
822,18-24,F,University degree,USA,White,-0.34799,0.32197,-0.17779,-0.15487,0.12331,0.88113,1.2247,True
823,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.05188,1.11406,0.7233,-0.45321,0.41594,-0.21712,1.2247,True
824,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.05188,0.16767,0.7233,0.28783,-0.40581,0.88113,1.2247,False
825,18-24,M,"Some college or university, no certificate or degree",Other,Mixed-Black/Asian,0.04257,-0.30033,-0.17779,-2.07848,-2.04506,1.29221,1.2247,False
826,18-24,M,University degree,Australia,White,0.62967,-2.11437,-2.8595,0.94156,-1.38502,-0.71126,-1.18084,False
827,18-24,M,University degree,USA,White,0.52135,0.63779,0.14143,-1.07533,1.30612,-0.21712,0.40148,False
828,18-24,M,"Some college or university, no certificate or degree",USA,White,0.13606,1.45421,1.24033,-1.21213,-0.78155,0.52975,0.7654,False
829,18-24,M,University degree,Other,White,-0.92104,0.47617,-0.01928,-0.76096,-0.40581,0.19268,0.40148,False
830,25-34,F,Doctorate degree,Australia,White,1.72012,0.47617,1.06238,0.59042,0.12331,-1.37983,0.7654,False
831,18-24,M,"Some college or university, no certificate or degree",USA,White,0.13606,0.63779,1.88511,1.2861,-0.27607,-1.37983,0.40148,False
832,18-24,M,Professional certificate/ diploma,UK,White,0.31287,-0.43999,-0.71727,0.94156,-0.14277,0.19268,-0.21575,False
833,18-24,M,"Some college or university, no certificate or degree",USA,White,0.91093,-0.80615,0.14143,0.59042,-0.14277,-0.21712,0.7654,False
834,25-34,F,Masters degree,USA,White,0.13606,-0.94779,1.43533,0.13136,0.58489,0.52975,1.92173,False
835,45-54,F,Doctorate degree,USA,White,0.04257,0.16767,-0.01928,-0.76096,-0.78155,0.88113,0.7654,True
